node_1|node_2|edge|chunk_id
himalayan bulbul|congregates in large flocks at other times|At other times, Himalayan Bulbuls congregate in large flocks.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|song is a short and rather nasal-sounding burst of gurgling warbles|The song of the Himalayan Bulbul is a short and rather nasal-sounding burst of gurgling warbles.|bdf395658d514736bfd716db8972f84a
himalayan bulbul|calls include dry raspings, chups, and squeaks|The calls of the Himalayan Bulbul include dry raspings, chups, and squeaks.|bdf395658d514736bfd716db8972f84a
hume's warbler|species|The Hume's Warbler is a species of bird.|3321184b1ef645618c447b686cff83e8
compact leaf warbler|hume's warbler|The Hume's Warbler is compact and is a type of leaf warbler.|3321184b1ef645618c447b686cff83e8
two whitish wingbars|hume's warbler|The Hume's Warbler has two white wingbars.|3321184b1ef645618c447b686cff83e8
greenish-gray upperparts|hume's warbler|The Hume's Warbler has greenish-gray upperparts.|3321184b1ef645618c447b686cff83e8
indistinct crown stripe|hume's warbler|The Hume's Warbler has an indistinct crown stripe.|3321184b1ef645618c447b686cff83e8
conspicuous white tips to the innermost flight feathers|hume's warbler|The Hume's Warbler has conspicuous white tips on its innermost flight feathers.|3321184b1ef645618c447b686cff83e8
dark bill and legs|hume's warbler|The Hume's Warbler usually has a dark bill and legs.|3321184b1ef645618c447b686cff83e8
yellow-browed warbler|hume's warbler|The Hume's Warbler is extremely similar to the Yellow-browed Warbler but grayer and 'colder' overall.|3321184b1ef645618c447b686cff83e8
two-barred warbler|hume's warbler|The Hume's Warbler is compared with the Two-barred Warbler, both of which lack a crown stripe.|3321184b1ef645618c447b686cff83e8
greenish warbler|hume's warbler|The Hume's Warbler is compared with the Greenish Warbler, both of which lack a crown stripe.|3321184b1ef645618c447b686cff83e8
alpine shrubbery|hume's warbler|The Hume's Warbler breeds in alpine shrubbery.|3321184b1ef645618c447b686cff83e8
tibetan plateau|alpine shrubbery|The alpine shrubbery is found on the mountain ranges flanking the Tibetan Plateau.|3321184b1ef645618c447b686cff83e8
himalayas|winters mostly in|Mostly winters just south of the Himalayas.|3321184b1ef645618c447b686cff83e8
plains just south of the himalayas|winters|Wintering mostly in the plains just south of the Himalayas.|3321184b1ef645618c447b686cff83e8
hilltops farther south|winters|Winters on wet hilltops farther south.|3321184b1ef645618c447b686cff83e8
often heard but not seen|hume's warbler|The Hume's Warbler is often heard but not seen.|3321184b1ef645618c447b686cff83e8
distinct ‘chew-wee’ call|hume's warbler|The Hume's Warbler is identified by its distinct 'chew-wee' call.|3321184b1ef645618c447b686cff83e8
remarkable descending insect-like buzz|song|The song of the Hume's Warbler is a remarkable descending insect-like buzz.|3321184b1ef645618c447b686cff83e8
long-distance vagrancy|hume's warbler|The Hume's Warbler is prone to long-distance vagrancy.|3321184b1ef645618c447b686cff83e8
indian white-eye|little yellow bird|The Indian White-eye is a little yellow bird.|131a43367f8a41cb850d5d325732150f
indian white-eye|off-white belly|The Indian White-eye has an off-white belly.|131a43367f8a41cb850d5d325732150f
indian white-eye|white spectacles|The Indian White-eye has white 'spectacles'.|131a43367f8a41cb850d5d325732150f
indian white-eye|mangroves|The Indian White-eye can be found in mangroves.|131a43367f8a41cb850d5d325732150f
indian white-eye|gardens|The Indian White-eye can also be found in gardens.|131a43367f8a41cb850d5d325732150f
indian white-eye|forest edge|The Indian White-eye generally favors more open forested areas, not dense tangles, which suggests it can be found near the forest edge.|131a43367f8a41cb850d5d325732150f
indian white-eye|dense tangles|The Indian White-eye generally does not favor dense tangles, suggesting it avoids such areas.|131a43367f8a41cb850d5d325732150f
indian white-eye|open forested areas|The Indian White-eye favors more open forested areas.|131a43367f8a41cb850d5d325732150f
indian white-eye|flocks|The Indian White-eye travels in flocks.|131a43367f8a41cb850d5d325732150f
indian white-eye|other species|The Indian White-eye sometimes travels mixed in with other species.|131a43367f8a41cb850d5d325732150f
indian white-eye|light bouncing flight|The Indian White-eye has a light bouncing flight.|131a43367f8a41cb850d5d325732150f
indian white-eye|zwee! calls|The Indian White-eye gives bright but faint ‘zwee!’ calls both while foraging and in flight.|131a43367f8a41cb850d5d325732150f
oriental magpie-robin|medium-sized robin|The Oriental Magpie-Robin is a medium-sized robin.|660e1cb533784943b59813253237fe65
oriental magpie-robin|broad white wingbar|The Oriental Magpie-Robin has a broad white wingbar running from the shoulder to the tip of its wing.|660e1cb533784943b59813253237fe65
oriental magpie-robin|black-and-white plumage (males)|Male Oriental Magpie-Robins have black-and-white plumage.|660e1cb533784943b59813253237fe65
oriental magpie-robin|grayish brown and white (females)|Female Oriental Magpie-Robins have grayish brown and white plumage.|660e1cb533784943b59813253237fe65
oriental magpie-robin|juveniles|Juvenile Oriental Magpie-Robins resemble females, but have a scaly head and upperparts.|660e1cb533784943b59813253237fe65
oriental magpie-robin|whistle (most commonly heard call)|The most commonly heard call of the Oriental Magpie-Robin is a whistle given at dawn.|660e1cb533784943b59813253237fe65
oriental magpie-robin|high exposed perch|These birds are often seen singing from a high exposed perch.|660e1cb533784943b59813253237fe65
oriental magpie-robin|cultivated areas, open woodlands, and gardens|The Oriental Magpie-Robins are often seen in cultivated areas, open woodlands, and gardens.|660e1cb533784943b59813253237fe65
gadwall|duck|The Gadwall is a type of duck.|d88a9d90aeae47fc85ea60660f681ac5
gadwall|species|The Gadwall is a species.|d88a9d90aeae47fc85ea60660f681ac5
gadwall|northern hemisphere|The Gadwall has an extensive range across the Northern Hemisphere.|d88a9d90aeae47fc85ea60660f681ac5
male gadwall|gray|Males of the Gadwall species are mostly gray.|d88a9d90aeae47fc85ea60660f681ac5
male gadwall|black rear end|Males of the Gadwall species have a black rear end.|d88a9d90aeae47fc85ea60660f681ac5
male gadwall|puffy head|Males of the Gadwall species have a puffy head.|d88a9d90aeae47fc85ea60660f681ac5
female gadwall|similar to mallard|Females of the Gadwall species are similar to Mallards.|d88a9d90aeae47fc85ea60660f681ac5
female gadwall|thinner bill|Females of the Gadwall species have a thinner bill compared to males.|d88a9d90aeae47fc85ea60660f681ac5
female gadwall|plainer face|Females of the Gadwall species have a plainer face compared to males.|d88a9d90aeae47fc85ea60660f681ac5
female gadwall|orange line along the edge of the bill|Females of the Gadwall species have an orange line along the edge of their bills.|d88a9d90aeae47fc85ea60660f681ac5
female gadwall|white wing patch in flight|Females of the Gadwall species have a white wing patch that can be observed in flight.|d88a9d90aeae47fc85ea60660f681ac5
typical location for gadwall|shallow wetlands|The Gadwall is typically found in shallow wetlands.|d88a9d90aeae47fc85ea60660f681ac5
typical location for gadwall|ponds|The Gadwall is typically found in ponds.|d88a9d90aeae47fc85ea60660f681ac5
typical location for gadwall|bays|The Gadwall is typically found in bays.|d88a9d90aeae47fc85ea60660f681ac5
typical location for gadwall|sometimes mixed with other species of ducks|The Gadwall can sometimes be found mixed with other species of ducks.|d88a9d90aeae47fc85ea60660f681ac5
eurasian wigeon|breeding males|Breeding males refer to the adult male Eurasian Wigeons during their breeding season. They are characterized by a rich reddish-brown head, buffy forehead, pearly gray body, and pinkish breast.|e480166213af4d89ab8f8386432c0799
breeding males|large white wing patches|Large white wing patches are a prominent feature in the flight of breeding male Eurasian Wigeons.|e480166213af4d89ab8f8386432c0799
females (eurasian wigeon)|plainer warm brown overall|The females of the Eurasian Wigeon are plainer in color, having a warm brown color overall.|e480166213af4d89ab8f8386432c0799
females (eurasian wigeon)|pale bill|The females of the Eurasian Wigeon have a small pale bill.|e480166213af4d89ab8f8386432c0799
eurasian wigeon|american wigeon|The Eurasian Wigeon is difficult to distinguish from the female American Wigeon, but it can be identified by a warmer brown head on the Eurasian with little contrast between head, breast, and sides.|e480166213af4d89ab8f8386432c0799
eurasian wigeon|warmth in head color|The head color of the Eurasian Wigeon is warmer compared to that of the American Wigeon.|e480166213af4d89ab8f8386432c0799
eurasian wigeon|central africa and southeast asia|The Eurasian Wigeon winters in central Africa and Southeast Asia.|e480166213af4d89ab8f8386432c0799
eurasia|breeding at northern latitudes|The Eurasian Wigeon breeds at the northern latitudes of Eurasia.|e480166213af4d89ab8f8386432c0799
eurasian wigeon|lakes and wetlands|The Eurasian Wigeon is typically found in flocks on lakes and wetlands.|e480166213af4d89ab8f8386432c0799
eurasian wigeon|grazing in nearby fields|The Eurasian Wigeon often graze in nearby fields.|e480166213af4d89ab8f8386432c0799
underwings (of eurasian wigeon)|dirty grayish|The underwings of the Eurasian Wigeon are dirty grayish, not bright white.|e480166213af4d89ab8f8386432c0799
eurasian wigeon (in flight)|not easy to judge at a distance|Judging the underwings of the Eurasian Wigeon in flight, especially at a distance, can be difficult.|e480166213af4d89ab8f8386432c0799
eurasian wigeon|west coast (of north america)|The Eurasian Wigeon is a regular winter visitor to the west coast of North America.|e480166213af4d89ab8f8386432c0799
eurasian wigeon|very small numbers|When in North America, the Eurasian Wigeon is usually found in very small numbers among flocks of American Wigeon.|e480166213af4d89ab8f8386432c0799
northern pintail|species|The Northern Pintail is a species of duck.|74bc62a330bb45d7a1474f74b15a34e1
northern pintail|elegant|The Northern Pintail is described as elegant.|74bc62a330bb45d7a1474f74b15a34e1
northern pintail|slender|The Northern Pintail is slender.|74bc62a330bb45d7a1474f74b15a34e1
northern pintail|duck|The Northern Pintail is a type of duck.|74bc62a330bb45d7a1474f74b15a34e1
northern pintail|long neck|The Northern Pintail has a long neck.|74bc62a330bb45d7a1474f74b15a34e1
northern pintail|tail|The Northern Pintail has a long tail.|74bc62a330bb45d7a1474f74b15a34e1
males (of northern pintail)|chocolate brown head|Male Northern Pintails have a chocolate brown head.|74bc62a330bb45d7a1474f74b15a34e1
males (of northern pintail)|white slash coming up the neck|On their necks, male Northern Pintails have a white slash.|74bc62a330bb45d7a1474f74b15a34e1
males (of northern pintail)|white breast|Male Northern Pintails have a white breast.|74bc62a330bb45d7a1474f74b15a34e1
males (of northern pintail)|gray body|The body of male Northern Pintails is mostly gray.|74bc62a330bb45d7a1474f74b15a34e1
females (of northern pintail)|light brown|Female Northern Pintails are patterned light brown.|74bc62a330bb45d7a1474f74b15a34e1
common pochard|mid-sized diving duck|The Common Pochard is a mid-sized diving duck.|a832980675c348f4bbb4ff5e876500d8
common pochard|male|The male Common Pochard has a dark rusty head, pale gray body contrasting with black breast, and broad pale bluish band on bill.|a832980675c348f4bbb4ff5e876500d8
common pochard|female|The female Common Pochard is rather nondescript: gray-brown overall with diffuse pale head markings.|a832980675c348f4bbb4ff5e876500d8
common pochard|note|The note mentions the sloping forehead and dark gray bill with pale band near tip of the Common Pochard.|a832980675c348f4bbb4ff5e876500d8
common pochard|in flight|In flight, the Common Pochard appears grayish overall (lacks bold white wing stripe).|a832980675c348f4bbb4ff5e876500d8
common pochard|inhabits|The Common Pochard inhabits marshy and reed-fringed lakes to open reservoirs.|a832980675c348f4bbb4ff5e876500d8
common pochard|locally on the sea in winter|Locally, the Common Pochard can be found on the sea during winter, especially when lakes freeze.|a832980675c348f4bbb4ff5e876500d8
common pochard|associates with|The Common Pochard often associates with winter flocks of Tufted Ducks.|a832980675c348f4bbb4ff5e876500d8
common pochard|feeds|The Common Pochard feeds mainly by diving.|a832980675c348f4bbb4ff5e876500d8
eurasian moorhen|waterbird|The Eurasian Moorhen is a distinctive dark waterbird.|cdf2f01dc3694c42857d9a38e6b5aa9c
eurasian moorhen|duck and chicken|The Eurasian Moorhen resembles a cross between a duck and a chicken.|cdf2f01dc3694c42857d9a38e6b5aa9c
adults|eurasian moorhen|Adult Eurasian Moorhens have a bright red bill with a yellow tip.|cdf2f01dc3694c42857d9a38e6b5aa9c
immatures|eurasian moorhen|Immature Eurasian Moorhens have a duller bill and legs.|cdf2f01dc3694c42857d9a38e6b5aa9c
big white oval patches|eurasian moorhen|Inhabitants of the species, including the Eurasian Moorhen, have big white oval patches under their tail.|cdf2f01dc3694c42857d9a38e6b5aa9c
white streaks along flanks|eurasian moorhen|The Eurasian Moorhen has white streaks along its flanks.|cdf2f01dc3694c42857d9a38e6b5aa9c
fresh and brackish marshes, ponds, lakes, slow-moving watercourses with bordering vegetation|inhabitance of eurasian moorhen|The Eurasian Moorhen inhabits fresh and brackish marshes, on ponds, lakes, and along slow-moving watercourses with bordering vegetation.|cdf2f01dc3694c42857d9a38e6b5aa9c
smaller and more retiring than coot|eurasian moorhen|The Eurasian Moorhen is smaller and more retiring than the coot.|cdf2f01dc3694c42857d9a38e6b5aa9c
rarely far out on open water|eurasian moorhen|The Eurasian Moorhen rarely goes far out on open water.|cdf2f01dc3694c42857d9a38e6b5aa9c
jerky motion|swimming style of eurasian moorhen|The Eurasian Moorhen swims with a jerky motion.|cdf2f01dc3694c42857d9a38e6b5aa9c
stealthy gait|walking style of eurasian moorhen|The Eurasian Moorhen walks with a stealthy gait.|cdf2f01dc3694c42857d9a38e6b5aa9c
tail often slightly cocked|posture of eurasian moorhen|When walking, the tail of the Eurasian Moorhen is often slightly cocked.|cdf2f01dc3694c42857d9a38e6b5aa9c
variety of loud, somewhat frog-like calls|vocalization of eurasian moorhen|The Eurasian Moorhen gives a variety of loud, somewhat frog-like calls.|cdf2f01dc3694c42857d9a38e6b5aa9c
eurasian coot|waterbird|The Eurasian Coot is a distinctive stocky waterbird.|cbd146270f0c4844b487a1acb25c6014
eurasian coot|adult|An adult Eurasian Coot is dark gray overall with a white bill and forehead shield.|cbd146270f0c4844b487a1acb25c6014
immature eurasian coot|pale breast|The immature Eurasian Coot has a pale breast.|cbd146270f0c4844b487a1acb25c6014
immature eurasian coot|duller bill|The duller bill of an immature Eurasian Coot becomes brighter white with age.|cbd146270f0c4844b487a1acb25c6014
eurasian coot|big feet|When walking on shore, note the big feet of a Eurasian Coot.|cbd146270f0c4844b487a1acb25c6014
eurasian coot|lobed toes|The big feet of a Eurasian Coot have lobed toes.|cbd146270f0c4844b487a1acb25c6014
eurasian coot|freshwater|The Eurasian Coot inhabits both freshwater and brackish marshes, lakeshores, and riverways.|cbd146270f0c4844b487a1acb25c6014
eurasian coot|brackish marshes|The Eurasian Coot inhabits both freshwater and brackish marshes.|cbd146270f0c4844b487a1acb25c6014
eurasian coot|lakeshores|The Eurasian Coot inhabits lakeshores.|cbd146270f0c4844b487a1acb25c6014
eurasian coot|riverways|The Eurasian Coot inhabits riverways.|cbd146270f0c4844b487a1acb25c6014
eurasian coot|saltwater|The Eurasian Coot occasionally on saltwater.|cbd146270f0c4844b487a1acb25c6014
breeding pairs of eurasian coot|aggressively territorial|Breeding pairs of Eurasian Coot are aggressively territorial.|cbd146270f0c4844b487a1acb25c6014
nonbreeding flocks of eurasian coot|can number in hundreds|Nonbreeding flocks of Eurasian Coot can number in hundreds.|cbd146270f0c4844b487a1acb25c6014
eurasian coot|red-knobbed coot|Compare with very similar Red-knobbed Coot in areas of overlap.|cbd146270f0c4844b487a1acb25c6014
gray-headed swamphen|waterbird|The Gray-headed Swamphen is a type of waterbird.|6c2468acf25f45dfa2c9b7f1e92586b7
gray-headed swamphen|bluish-purple|The Gray-headed Swamphen has a bluish-purple appearance.|6c2468acf25f45dfa2c9b7f1e92586b7
gray-headed swamphen|red bill|The Gray-headed Swamphen has a red bill.|6c2468acf25f45dfa2c9b7f1e92586b7
gray-headed swamphen|red forehead shield|The Gray-headed Swamphen has a red forehead shield.|6c2468acf25f45dfa2c9b7f1e92586b7
gray-headed swamphen|red legs and feet|The Gray-headed Swamphen has red legs and feet.|6c2468acf25f45dfa2c9b7f1e92586b7
gray-headed swamphen|long toes|The toes of the Gray-headed Swamphen are long.|6c2468acf25f45dfa2c9b7f1e92586b7
gray-headed swamphen|fluffy white ‘underpants'|When its tail is flicked up, the Gray-headed Swamphen reveals fluffy white ‘underpants’.|6c2468acf25f45dfa2c9b7f1e92586b7
juvenile gray-headed swamphen|duller than adults|Juvenile Gray-headed Swamphens are duller in color compared to adults.|6c2468acf25f45dfa2c9b7f1e92586b7
juvenile gray-headed swamphen|lacks the red bill and shield|Juvenile Gray-headed Swamphens lack the red bill and shield that adults have.|6c2468acf25f45dfa2c9b7f1e92586b7
gray-headed swamphen|marshy, vegetated freshwater bodies|The Gray-headed Swamphen inhabits marshy, vegetated freshwater bodies such as swamps, rivers, and lakes.|6c2468acf25f45dfa2c9b7f1e92586b7
gray-headed swamphen|small groups|The Gray-headed Swamphens usually live in small groups.|6c2468acf25f45dfa2c9b7f1e92586b7
gray-headed swamphen|muddy water edges, reeds, and floating vegetation|The Gray-headed Swamphen feeds at muddy water edges, in reeds, and on floating vegetation.|6c2468acf25f45dfa2c9b7f1e92586b7
gray-headed swamphen|makes short nasal grunts and croaking sounds|The Gray-headed Swamphen makes short nasal grunts and croaking sounds.|6c2468acf25f45dfa2c9b7f1e92586b7
purple swamphen|formerly part of the species known as|The Gray-headed Swamphen was formerly part of the species known as Purple Swamphen.|6c2468acf25f45dfa2c9b7f1e92586b7
common sandpiper|sandpiper (family)|The Common Sandpiper belongs to the family of sandpipers.|2b98c238e13b4e3991118d6216509594
common sandpiper|small bicolored sandpiper|The Common Sandpiper is referred to as a small bicolored sandpiper in the given context.|2b98c238e13b4e3991118d6216509594
common sandpiper|plain brown with white underparts|The Common Sandpiper has plain brown upper parts and white underparts.|2b98c238e13b4e3991118d6216509594
common sandpiper|white spur at the shoulder|The Common Sandpiper can be distinguished from the Green Sandpiper by a prominent white spur at its shoulder.|2b98c238e13b4e3991118d6216509594
green sandpiper|sandpiper (family)|The Green Sandpiper also belongs to the family of sandpipers.|2b98c238e13b4e3991118d6216509594
green sandpiper|bulkier and rounder-headed|The Green Sandpiper is bulkier and has a rounder head compared to the Common Sandpiper.|2b98c238e13b4e3991118d6216509594
wetland habitats|common sandpiper|The Common Sandpiper can be found in various types of wetland habitats.|2b98c238e13b4e3991118d6216509594
rivers and lakeshores|breeding ground|The Common Sandpipers breed on stony ground along rivers and lakeshores.|2b98c238e13b4e3991118d6216509594
muddy and rocky substrates|migration habitats for common sandpiper|During migration, the Common Sandpipers can be found on muddy and rocky substrates.|2b98c238e13b4e3991118d6216509594
concrete canal banks to channels in tidal mudflats|habitats for migrating common sandpiper|The migrating Common Sandpipers can be found on concrete canal banks as well as channels in tidal mudflats.|2b98c238e13b4e3991118d6216509594
common sandpiper|not found in flocks or mixed with other species|The Common Sandpipers are mainly found as singles or in small groups, not in flocks or mixed with other species.|2b98c238e13b4e3991118d6216509594
wood sandpiper|medium-sized wader|The Wood Sandpiper is a medium-sized wader, as described in the context.|c228180386ca442097a31a91dc253c21
wood sandpiper|brownish wader|The Wood Sandpiper is described as brownish in color.|c228180386ca442097a31a91dc253c21
wood sandpiper|white belly|The Wood Sandpiper has a white belly, as mentioned in the context.|c228180386ca442097a31a91dc253c21
wood sandpiper|varied pale spotting and spangling on back|The back of the Wood Sandpiper has varied pale spotting and spangling, as indicated in the context.|c228180386ca442097a31a91dc253c21
wood sandpiper|plain upperwings|In flight, the Wood Sandpiper shows plain upperwings, as described in the context.|c228180386ca442097a31a91dc253c21
wood sandpiper|square white rump patch|The Wood Sandpiper has a square white rump patch, according to the context.|c228180386ca442097a31a91dc253c21
wood sandpiber|greenish yellow legs|The Wood Sandpiper's legs are greenish yellow, as stated in the context.|c228180386ca442097a31a91dc253c21
breeding site of wood sandpiper|bogs and marshes|The Wood Sandpiper breeds in bogs and marshes, as mentioned in the context.|c228180386ca442097a31a91dc253c21
breeding site of wood sandpiper|open coniferous and mixed forests|The Wood Sandpiper breeds in open coniferous and mixed forests, as indicated in the context.|c228180386ca442097a31a91dc253c21
habitat of migrants and wintering birds|varied wetland habitats|Migrants and wintering Wood Sandpipers occur in varied wetland habitats, as stated in the context.|c228180386ca442097a31a91dc253c21
habitat of migrants and wintering birds|wetlands with grassy and other vegetation cover|The habitat for migrants and wintering Wood Sandpipers includes wetlands with grassy and other vegetation cover, as mentioned in the context.|c228180386ca442097a31a91dc253c21
behavior of wood sandpiper|walks in shallow water|The Wood Sandpiper walks in shallow water, as indicated in the context.|c228180386ca442097a31a91dc253c21
behavior of wood sandpiper|picks with its bill|The Wood Sandpiper picks with its bill when foraging, as stated in the context.|c228180386ca442097a31a91dc253c21
social behavior of wood sandpiper|mainly found as singles or small flocks|Wood Sandpipers are typically found either alone or in small groups, not mixed with other species, according to the context.|c228180386ca442097a31a91dc253c21
behavior of wood sandpiper|bobs tail when nervous|The Wood Sandpiper bobs its tail when nervous, as described in the context.|c228180386ca442097a31a91dc253c21
behavior of wood sandpiper|does not habitually bob its tail like common sandpiper|Unlike the Common Sandpiper, the Wood Sandpiper does not habitually bob its tail.|c228180386ca442097a31a91dc253c21
indian pied starling|black upperparts|The Indian Pied Starling has mainly black upperparts.|99b14166caf04f0fb9ea34b0fc968bce
indian pied starling|white belly|When observed, the Indian Pied Starling's belly is white.|99b14166caf04f0fb9ea34b0fc968bce
indian pied starling|white rump|The white rump of the Indian Pied Starling is noticeable in flight.|99b14166caf04f0fb9ea34b0fc968bce
indian pied starling|pointed yellowish bill with an orange base|The Indian Pied Starling has a sharply pointed, yellowish bill with an orange base.|99b14166caf04f0fb9ea34b0fc968bce
indian pied starling|bare, deep orange patch around its eye|A bare, deep orange patch is present around the Indian Pied Starling's eye.|99b14166caf04f0fb9ea34b0fc968bce
easternmost birds|indian pied starling|The easternmost birds refer to Indian Pied Starlings.|99b14166caf04f0fb9ea34b0fc968bce
indian pied starling|loose flocks|Indian Pied Starlings are often seen in loose flocks.|99b14166caf04f0fb9ea34b0fc968bce
indian pied starling|human habitation|The Indian Pied Starlings feed on human refuse close to human habitation.|99b14166caf04f0fb9ea34b0fc968bce
indian pied starling|garbage dumps, damp grazing lands, and well-watered parks|The Indian Pied Starlings favor garbage dumps, damp grazing lands, and well-watered parks as their preferred habitats.|99b14166caf04f0fb9ea34b0fc968bce
indian pied starling|noisy|The Indian Pied Starling is a noisy bird.|99b14166caf04f0fb9ea34b0fc968bce
indian pied starling|variety of calls|The Indian Pied Starling makes a variety of calls.|99b14166caf04f0fb9ea34b0fc968bce
indian pied starling|mimicked sounds of other birds|Some of the calls made by the Indian Pied Starling are mimicked sounds of other birds.|99b14166caf04f0fb9ea34b0fc968bce
sind sparrow|house sparrow|The Sind Sparrow is extremely similar to the House Sparrow.|753ee5a499bd410da8cbc631aa9ab5fc
sind sparrow|male (bird)|The male Sind Sparrow has a bright chestnut eye-stripe, a gray crown and hindneck, a black patch restricted to the chin, a large white shoulder patch, and a black bill.|753ee5a499bd410da8cbc631aa9ab5fc
female (bird)|sind sparrow|The female Sind Sparrow is like the female House Sparrow, but note the less contrasting face with grayer head and cheeks.|753ee5a499bd410da8cbc631aa9ab5fc
scrub|sind sparrow|The Sind Sparrow is found in scrub habitat.|753ee5a499bd410da8cbc631aa9ab5fc
reedy habitat|sind sparrow|The Sind Sparrow is also found in reedy habitat.|753ee5a499bd410da8cbc631aa9ab5fc
rivers, canals, and other wetlands|sind sparrow|The Sind Sparrow is found along rivers, canals, and other wetlands.|753ee5a499bd410da8cbc631aa9ab5fc
great egret|species|The Great Egret is a species.|3500aa95dc904d31ab014150e715e46b
great egret|large|The Great Egret is large.|3500aa95dc904d31ab014150e715e46b
great egret|lanky|The Great Egret is lanky.|3500aa95dc904d31ab014150e715e46b
great egret|long-necked|The Great Egret has a long neck.|3500aa95dc904d31ab014150e715e46b
great egret|white heron|The Great Egret is a white heron.|3500aa95dc904d31ab014150e715e46b
great egret|size and black legs|The size and black legs of the Great Egret help separate it from other egrets.|3500aa95dc904d31ab014150e715e46b
great egret|widespread|The Great Egret is widespread across the globe.|3500aa95dc904d31ab014150e715e46b
great egret|fairly common|The Great Egret is fairly common.|3500aa95dc904d31ab014150e715e46b
bill color|great egret|The bill color of the Great Egret varies across its range: always yellow in the Americas, black in the breeding season elsewhere.|3500aa95dc904d31ab014150e715e46b
occurs in any shallow wetland|great egret|The Great Egret occurs in any shallow wetland, including ponds, marshes, and tidal mudflats.|3500aa95dc904d31ab014150e715e46b
slowly stalks prey|great egret|The Great Egret slowly stalks its prey in shallow water.|3500aa95dc904d31ab014150e715e46b
often seen singly|great egret|Often, the Great Egret is seen singly, but it can gather in large numbers where food is plentiful.|3500aa95dc904d31ab014150e715e46b
breeds in colonies|great egret|The Great Egret breeds in colonies.|3500aa95dc904d31ab014150e715e46b
frequently mixed with other egrets and herons|breeding colonies of great egret|In its breeding colonies, the Great Egret is frequently mixed with other egrets and herons.|3500aa95dc904d31ab014150e715e46b
white-browed wagtail|species|The White-browed Wagtail is identified as a species.|bd3b8821572542c9a7de980bd392c9ca
white-browed wagtail|size|The White-browed Wagtail is described as rather largish.|bd3b8821572542c9a7de980bd392c9ca
white-browed wagtail|appearance (male)|The male White-browed Wagtail has black head, back, and upper tail, white underparts, a broad white eyebrow extending from the base of the bill to the back of its head, and a broad white bar on the wing.|bd3b8821572542c9a7de980bd392c9ca
white-browed wagtail|appearance (female)|The female White-browed Wagtail is usually duller black than the male.|bd3b8821572542c9a7de980bd392c9ca
white-browed wagtail|appearance (immature)|Immutures of the White-browed Wagtail have a shorter eyebrow with black areas replaced by grayish-brown and have dirty white underparts.|bd3b8821572542c9a7de980bd392c9ca
white-browed wagtail|vocalization|The White-browed Wagtail gives a loud 3–4 noted whistle and a ‘psi-sit’ flight call.|bd3b8821572542c9a7de980bd392c9ca
white-browed wagtail|habitat|The White-browed Wagtail is mostly seen near wet areas of any kind, including small pools in lawns and buildings.|bd3b8821572542c9a7de980bd392c9ca
white-browed wagtail|behavior|The White-browed Wagtail is often seen in pairs or family parties, and it frequently runs around wagging its tail and flies with a characteristic undulating flight.|bd3b8821572542c9a7de980bd392c9ca
garganey|species|The Garganey is a species of duck.|9de25dc7bab44e5784251b471b7bd33d
garganey|small|The Garganey is small in size.|9de25dc7bab44e5784251b471b7bd33d
garganey|wetlands with reedy and other fringing vegetation|The Gargananey typically inhabits wetlands with reedy and other fringing vegetation.|9de25dc7bab44e5784251b471b7bd33d
male garganey|distinctive|The male Garganey has a distinctive appearance.|9de25dc7bab44e5784251b471b7bd33d
male garganey|big white eyebrow on dark brown head|The male Garganey has a big white eyebrow on its dark brown head.|9de25dc7bab44e5784251b471b7bd33d
male garganey|pale gray flanks|The male Garganey has pale gray flanks.|9de25dc7bab44e5784251b471b7bd33d
male garganey in flight|pale gray forewing|In flight, the male Garganey has a striking pale gray forewing.|9de25dc7bab44e5784251b471b7bd33d
female garganey|similar to female green-winged teal|The female Garganey is similar in appearance to the female Green-winged Teal.|9de25dc7bab44e5784251b471b7bd33d
female garganey|head pattern more contrasting|The head pattern of the female Garganey is more contrasting compared to the female Green-winged Teal.|9de25dc7bab44e5784251b471b7bd33d
female garganey|paler eyebrow|The female Garganey has a paler eyebrow.|9de25dc7bab44e5784251b471b7bd33d
female garganey|darker eyestripe|The female Garganey has a darker eyestripe.|9de25dc7bab44e5784251b471b7bd33d
female garganey|unstreaked whitish throat|The female Garganey has an unstreaked whitish throat.|9de25dc7bab44e5784251b471b7bd33d
breeds|widely across eurasia|The Garganey breeds widely across Eurasia.|9de25dc7bab44e5784251b471b7bd33d
winters|africa and southern asia|The Garganey winters in Africa and southern Asia.|9de25dc7bab44e5784251b471b7bd33d
migrants|can be on more open water, even tidal mudflats|During migration, the Garganey can be found on more open water, including tidal mudflats.|9de25dc7bab44e5784251b471b7bd33d
associates readily with other ducks|garganey|The Garganey associates readily with other duck species.|9de25dc7bab44e5784251b471b7bd33d
feeds mainly by dabbling|garganey|The Garganey feeds mainly by dabbling.|9de25dc7bab44e5784251b471b7bd33d
little egret|small snow-white heron|The Little Egret is referred to as a small snow-white heron in the context.|a28314cd80e24dc8bda647596c9aefdb
little egret|slender dark bill|The Little Egret has a slender dark bill according to the provided information.|a28314cd80e24dc8bda647596c9aefdb
little egret|blackish legs|The Little Egret is described as having blackish legs in the context.|a28314cd80e24dc8bda647596c9aefdb
